Id	Part2B	Part2T	Part1	Scope	Language_Type	Ref_Name	Comment
sno				I	L	Snohomish	
snp				I	L	Siane	
snq				I	L	Sangu (Gabon)	
snr				I	L	Sihan	
sns				I	L	South West Bay	
snu				I	L	Senggi	
snv				I	L	Sa'ban	
snw				I	L	Selee	
snx				I	L	Sam	
sny				I	L	Saniyo-Hiyewe	
snz				I	L	Kou	
soa				I	L	Thai Song	
sob				I	L	Sobei	
soc				I	L	So (Democratic Republic of Congo)	
sod				I	L	Songoora	
soe				I	L	Songomeno	
sog	sog	sog		I	A	Sogdian	
soh				I	L	Aka	
soi				I	L	Sonha	
soj				I	L	Soi	
sok				I	L	Sokoro	
sol				I	L	Solos	
som	som	som	so	I	L	Somali	
soo				I	L	Songo	
sop				I	L	Songe	
soq				I	L	Kanasi	
sor				I	L	Somrai	
sos				I	L	Seeku	
sot	sot	sot	st	I	L	Southern Sotho	
sou				I	L	Southern Thai	
sov				I	L	Sonsorol	
sow				I	L	Sowanda	
sox				I	L	Swo	
soy				I	L	Miyobe	
soz				I	L	Temi	
spa	spa	spa	es	I	L	Spanish	
spb				I	L	Sepa (Indonesia)	
spc				I	L	Sapé	
spd				I	L	Saep	
spe				I	L	Sepa (Papua New Guinea)	
spg				I	L	Sian	
spi				I	L	Saponi	
spk				I	L	Sengo	
spl				I	L	Selepet	
spm				I	L	Akukem	
spn				I	L	Sanapaná	
spo				I	L	Spokane	
spp				I	L	Supyire Senoufo	
spq				I	L	Loreto-Ucayali Spanish	
spr				I	L	Saparua	
sps				I	L	Saposa	
spt				I	L	Spiti Bhoti	
spu				I	L	Sapuan	
spv				I	L	Sambalpuri	
spx				I	A	South Picene	
spy				I	L	Sabaot	
sqa				I	L	Shama-Sambuga	
sqh				I	L	Shau	
sqi	alb	sqi	sq	M	L	Albanian	
sqk				I	L	Albanian Sign Language	
sqm				I	L	Suma	
sqn				I	E	Susquehannock	
sqo				I	L	Sorkhei	
sqq				I	L	Sou	
sqr				I	H	Siculo Arabic	
sqs				I	L	Sri Lankan Sign Language	
sqt				I	L	Soqotri	
squ				I	L	Squamish	
sra				I	L	Saruga	
srb				I	L	Sora	
src				I	L	Logudorese Sardinian	
srd	srd	srd	sc	M	L	Sardinian	
sre				I	L	Sara	
srf				I	L	Nafi	
srg				I	L	Sulod	
srh				I	L	Sarikoli	
sri				I	L	Siriano	
srk				I	L	Serudung Murut	
srl				I	L	Isirawa	
srm				I	L	Saramaccan	
srn	srn	srn		I	L	Sranan Tongo	
sro				I	L	Campidanese Sardinian	
srp	srp	srp	sr	I	L	Serbian	
srq				I	L	Sirionó	
srr	srr	srr		I	L	Serer	
srs				I	L	Sarsi	
srt				I	L	Sauri	
sru				I	L	Suruí	
srv				I	L	Southern Sorsoganon	
srw				I	L	Serua	
srx				I	L	Sirmauri	
sry				I	L	Sera	
srz				I	L	Shahmirzadi	
ssb				I	L	Southern Sama	
ssc				I	L	Suba-Simbiti	
ssd				I	L	Siroi	
sse				I	L	Balangingi	
ssf				I	E	Thao	
ssg				I	L	Seimat	
ssh				I	L	Shihhi Arabic	
ssi				I	L	Sansi	
ssj				I	L	Sausi	
ssk				I	L	Sunam	
ssl				I	L	Western Sisaala	
ssm				I	L	Semnam	
ssn				I	L	Waata	
sso				I	L	Sissano	
ssp				I	L	Spanish Sign Language	
ssq				I	L	So'a	
ssr				I	L	Swiss-French Sign Language	
sss				I	L	Sô	
sst				I	L	Sinasina	
ssu				I	L	Susuami	
ssv				I	L	Shark Bay	
ssw	ssw	ssw	ss	I	L	Swati	
ssx				I	L	Samberigi	
ssy				I	L	Saho	
ssz				I	L	Sengseng	
sta				I	L	Settla	
stb				I	L	Northern Subanen	
std				I	L	Sentinel	
ste				I	L	Liana-Seti	
stf				I	L	Seta	
stg				I	L	Trieng	
sth				I	L	Shelta	
sti				I	L	Bulo Stieng	
stj				I	L	Matya Samo	
stk				I	L	Arammba	
stl				I	L	Stellingwerfs	
stm				I	L	Setaman	
stn				I	L	Owa	
sto				I	L	Stoney	
stp				I	L	Southeastern Tepehuan	
stq				I	L	Saterfriesisch	
str				I	L	Straits Salish	
sts				I	L	Shumashti	
stt				I	L	Budeh Stieng	
stu				I	L	Samtao	
stv				I	L	Silt'e	
stw				I	L	Satawalese	
sty				I	L	Siberian Tatar	
sua				I	L	Sulka	
sub				I	L	Suku	
suc				I	L	Western Subanon	
sue				I	L	Suena	
sug				I	L	Suganga	
sui				I	L	Suki	
suj				I	L	Shubi	
suk	suk	suk		I	L	Sukuma	
sun	sun	sun	su	I	L	Sundanese	
suq				I	L	Suri	
sur				I	L	Mwaghavul	
sus	sus	sus		I	L	Susu	
sut				I	E	Subtiaba	
suv				I	L	Puroik	
suw				I	L	Sumbwa	
sux	sux	sux		I	A	Sumerian	
suy				I	L	Suyá	
suz				I	L	Sunwar	
sva				I	L	Svan	
svb				I	L	Ulau-Suain	
svc				I	L	Vincentian Creole English	
sve				I	L	Serili	
svk				I	L	Slovakian Sign Language	
svm				I	L	Slavomolisano	
svs				I	L	Savosavo	
svx				I	H	Skalvian	
swa	swa	swa	sw	M	L	Swahili (macrolanguage)	
swb				I	L	Maore Comorian	
swc				I	L	Congo Swahili	
swe	swe	swe	sv	I	L	Swedish	
swf				I	L	Sere	
swg				I	L	Swabian	
swh				I	L	Swahili (individual language)	
swi				I	L	Sui	
swj				I	L	Sira	
swk				I	L	Malawi Sena	
swl				I	L	Swedish Sign Language	
swm				I	L	Samosa	
swn				I	L	Sawknah	
swo				I	L	Shanenawa	
swp				I	L	Suau	
swq				I	L	Sharwa	
swr				I	L	Saweru	
sws				I	L	Seluwasan	
swt				I	L	Sawila	
swu				I	L	Suwawa	
swv				I	L	Shekhawati	
sww				I	E	Sowa	
swx				I	L	Suruahá	
swy				I	L	Sarua	
sxb				I	L	Suba	
sxc				I	A	Sicanian	
sxe				I	L	Sighu	
sxg				I	L	Shuhi	
sxk				I	E	Southern Kalapuya	
sxl				I	E	Selian	
sxm				I	L	Samre	
sxn				I	L	Sangir	
sxo				I	A	Sorothaptic	
sxr				I	L	Saaroa	
sxs				I	L	Sasaru	
sxu				I	L	Upper Saxon	
sxw				I	L	Saxwe Gbe	
sya				I	L	Siang	
syb				I	L	Central Subanen	
syc	syc	syc		I	H	Classical Syriac	
syi				I	L	Seki	
syk				I	L	Sukur	
syl				I	L	Sylheti	
sym				I	L	Maya Samo	
syn				I	L	Senaya	
syo				I	L	Suoy	
syr	syr	syr		M	L	Syriac	
sys				I	L	Sinyar	
syw				I	L	Kagate	
syx				I	L	Samay	
syy				I	L	Al-Sayyid Bedouin Sign Language	
sza				I	L	Semelai	
szb				I	L	Ngalum	
szc				I	L	Semaq Beri	
szd				I	E	Seru	
sze				I	L	Seze	
szg				I	L	Sengele	
szl				I	L	Silesian	
szn				I	L	Sula	
szp				I	L	Suabo	
szs				I	L	Solomon Islands Sign Language	
szv				I	L	Isu (Fako Division)	
szw				I	L	Sawai	
szy				I	L	Sakizaya	
taa				I	L	Lower Tanana	
tab				I	L	Tabassaran	
tac				I	L	Lowland Tarahumara	
tad				I	L	Tause	
tae				I	L	Tariana	
taf				I	L	Tapirapé	
tag				I	L	Tagoi	
tah	tah	tah	ty	I	L	Tahitian	
taj				I	L	Eastern Tamang	
tak				I	L	Tala	
tal				I	L	Tal	
tam	tam	tam	ta	I	L	Tamil	
tan				I	L	Tangale	
tao				I	L	Yami	
tap				I	L	Taabwa	
taq				I	L	Tamasheq	
tar				I	L	Central Tarahumara	
tas				I	E	Tay Boi	
tat	tat	tat	tt	I	L	Tatar	
tau				I	L	Upper Tanana	
tav				I	L	Tatuyo	
taw				I	L	Tai	
tax				I	L	Tamki	
tay				I	L	Atayal	
taz				I	L	Tocho	
tba				I	L	Aikanã	
tbc				I	L	Takia	
tbd				I	L	Kaki Ae	
tbe				I	L	Tanimbili	
tbf				I	L	Mandara	
tbg				I	L	North Tairora	
tbh				I	E	Dharawal	
tbi				I	L	Gaam	
tbj				I	L	Tiang	
tbk				I	L	Calamian Tagbanwa	
tbl				I	L	Tboli	
tbm				I	L	Tagbu	
tbn				I	L	Barro Negro Tunebo	
tbo				I	L	Tawala	
tbp				I	L	Taworta	
tbr				I	L	Tumtum	
tbs				I	L	Tanguat	
tbt				I	L	Tembo (Kitembo)	
tbu				I	E	Tubar	
tbv				I	L	Tobo	
tbw				I	L	Tagbanwa	
tbx				I	L	Kapin	
tby				I	L	Tabaru	
tbz				I	L	Ditammari	
tca				I	L	Ticuna	
tcb				I	L	Tanacross	
tcc				I	L	Datooga	
tcd				I	L	Tafi	
tce				I	L	Southern Tutchone	
tcf				I	L	Malinaltepec Me'phaa	
tcg				I	L	Tamagario	
tch				I	L	Turks And Caicos Creole English	
tci				I	L	Wára	
tck				I	L	Tchitchege	
tcl				I	E	Taman (Myanmar)	
tcm				I	L	Tanahmerah	
tcn				I	L	Tichurong	
tco				I	L	Taungyo	
tcp				I	L	Tawr Chin	
tcq				I	L	Kaiy	
tcs				I	L	Torres Strait Creole	
tct				I	L	T'en	
tcu				I	L	Southeastern Tarahumara	
tcw				I	L	Tecpatlán Totonac	
tcx				I	L	Toda	
tcy				I	L	Tulu	
tcz				I	L	Thado Chin	
tda				I	L	Tagdal	
tdb				I	L	Panchpargania	
tdc				I	L	Emberá-Tadó	
tdd				I	L	Tai Nüa	
tde				I	L	Tiranige Diga Dogon	
tdf				I	L	Talieng	
tdg				I	L	Western Tamang	
tdh				I	L	Thulung	
tdi				I	L	Tomadino	
tdj				I	L	Tajio	
tdk				I	L	Tambas	
tdl				I	L	Sur	
tdm				I	L	Taruma	
tdn				I	L	Tondano	
tdo				I	L	Teme	
tdq				I	L	Tita	
tdr				I	L	Todrah	
tds				I	L	Doutai	
tdt				I	L	Tetun Dili	
tdv				I	L	Toro	
tdx				I	L	Tandroy-Mahafaly Malagasy	
tdy				I	L	Tadyawan	
tea				I	L	Temiar	
teb				I	E	Tetete	
tec				I	L	Terik	
ted				I	L	Tepo Krumen	
tee				I	L	Huehuetla Tepehua	
tef				I	L	Teressa	
teg				I	L	Teke-Tege	
teh				I	L	Tehuelche	
tei				I	L	Torricelli	
tek				I	L	Ibali Teke	
tel	tel	tel	te	I	L	Telugu	
tem	tem	tem		I	L	Timne	
ten				I	E	Tama (Colombia)	
teo				I	L	Teso	
tep				I	E	Tepecano	
teq				I	L	Temein	
ter	ter	ter		I	L	Tereno	
tes				I	L	Tengger	
tet	tet	tet		I	L	Tetum	
teu				I	L	Soo	
tev				I	L	Teor	
tew				I	L	Tewa (USA)	
tex				I	L	Tennet	
tey				I	L	Tulishi	
tez				I	L	Tetserret	
tfi				I	L	Tofin Gbe	
tfn				I	L	Tanaina	
tfo				I	L	Tefaro	
tfr				I	L	Teribe	
tft				I	L	Ternate	
tga				I	L	Sagalla	
tgb				I	L	Tobilung	
tgc				I	L	Tigak	
tgd				I	L	Ciwogai	
tge				I	L	Eastern Gorkha Tamang	
tgf				I	L	Chalikha	
tgh				I	L	Tobagonian Creole English	
tgi				I	L	Lawunuia	
tgj				I	L	Tagin	
tgk	tgk	tgk	tg	I	L	Tajik	
tgl	tgl	tgl	tl	I	L	Tagalog	
tgn				I	L	Tandaganon	
tgo				I	L	Sudest	
tgp				I	L	Tangoa	
tgq				I	L	Tring	
tgr				I	L	Tareng	
tgs				I	L	Nume	
tgt				I	L	Central Tagbanwa	
tgu				I	L	Tanggu	
tgv				I	E	Tingui-Boto	
tgw				I	L	Tagwana Senoufo	
tgx				I	L	Tagish	
tgy				I	E	Togoyo	
tgz				I	E	Tagalaka	
tha	tha	tha	th	I	L	Thai	
thd				I	L	Kuuk Thaayorre	
the				I	L	Chitwania Tharu	
thf				I	L	Thangmi	
thh				I	L	Northern Tarahumara	
thi				I	L	Tai Long	
thk				I	L	Tharaka	
thl				I	L	Dangaura Tharu	
thm				I	L	Aheu	
thn				I	L	Thachanadan	
thp				I	L	Thompson	
thq				I	L	Kochila Tharu	
thr				I	L	Rana Tharu	
ths				I	L	Thakali	
tht				I	L	Tahltan	
thu				I	L	Thuri	
thv				I	L	Tahaggart Tamahaq	
thy				I	L	Tha	
thz				I	L	Tayart Tamajeq	
tia				I	L	Tidikelt Tamazight	
tic				I	L	Tira	
tif				I	L	Tifal	
tig	tig	tig		I	L	Tigre	
tih				I	L	Timugon Murut	
tii				I	L	Tiene	
tij				I	L	Tilung	
tik				I	L	Tikar	
til				I	E	Tillamook	
tim				I	L	Timbe	
tin				I	L	Tindi	
tio				I	L	Teop	
tip				I	L	Trimuris	
tiq				I	L	Tiéfo	
tir	tir	tir	ti	I	L	Tigrinya	
tis				I	L	Masadiit Itneg	
tit				I	L	Tinigua	
tiu				I	L	Adasen	
tiv	tiv	tiv		I	L	Tiv	
tiw				I	L	Tiwi	
tix				I	L	Southern Tiwa	
tiy				I	L	Tiruray	
tiz				I	L	Tai Hongjin	
tja				I	L	Tajuasohn	
tjg				I	L	Tunjung	
tji				I	L	Northern Tujia	
tjj				I	L	Tjungundji	
tjl				I	L	Tai Laing	
tjm				I	E	Timucua	
tjn				I	E	Tonjon	
tjo				I	L	Temacine Tamazight	
tjp				I	L	Tjupany	
tjs				I	L	Southern Tujia	
tju				I	E	Tjurruru	
tjw				I	L	Djabwurrung	
tka				I	E	Truká	
tkb				I	L	Buksa	
tkd				I	L	Tukudede	
tke				I	L	Takwane	
tkf				I	E	Tukumanféd	
tkg				I	L	Tesaka Malagasy	
tkl	tkl	tkl		I	L	Tokelau	
tkm				I	E	Takelma	
tkn				I	L	Toku-No-Shima	
tkp				I	L	Tikopia	
tkq				I	L	Tee	
tkr				I	L	Tsakhur	
tks				I	L	Takestani	
tkt				I	L	Kathoriya Tharu	
tku				I	L	Upper Necaxa Totonac	
tkv				I	L	Mur Pano	
tkw				I	L	Teanu	
tkx				I	L	Tangko	
tkz				I	L	Takua	
tla				I	L	Southwestern Tepehuan	
tlb				I	L	Tobelo	
tlc				I	L	Yecuatla Totonac	
tld				I	L	Talaud	
tlf				I	L	Telefol	
tlg				I	L	Tofanma	
tlh	tlh	tlh		I	C	Klingon	
tli	tli	tli		I	L	Tlingit	
tlj				I	L	Talinga-Bwisi	
tlk				I	L	Taloki	
tll				I	L	Tetela	
tlm				I	L	Tolomako	
tln				I	L	Talondo'	
tlo				I	L	Talodi	
tlp				I	L	Filomena Mata-Coahuitlán Totonac	
tlq				I	L	Tai Loi	
tlr				I	L	Talise	
tls				I	L	Tambotalo	
tlt				I	L	Sou Nama	
tlu				I	L	Tulehu	
tlv				I	L	Taliabu	
tlx				I	L	Khehek	
tly				I	L	Talysh	
tma				I	L	Tama (Chad)	
tmb				I	L	Katbol	
tmc				I	L	Tumak	
tmd				I	L	Haruai	
tme				I	E	Tremembé	
tmf				I	L	Toba-Maskoy	
tmg				I	E	Ternateño	
tmh	tmh	tmh		M	L	Tamashek	
tmi				I	L	Tutuba	
tmj				I	L	Samarokena	
tmk				I	L	Northwestern Tamang	
tml				I	L	Tamnim Citak	
tmm				I	L	Tai Thanh	
tmn				I	L	Taman (Indonesia)	
tmo				I	L	Temoq	
tmq				I	L	Tumleo	
tmr				I	E	Jewish Babylonian Aramaic (ca. 200-1200 CE)	
tms				I	L	Tima	
tmt				I	L	Tasmate	
tmu				I	L	Iau	
tmv				I	L	Tembo (Motembo)	
tmw				I	L	Temuan	
tmy				I	L	Tami	
tmz				I	E	Tamanaku	
tna				I	L	Tacana	
tnb				I	L	Western Tunebo	
tnc				I	L	Tanimuca-Retuarã	
tnd				I	L	Angosturas Tunebo	
tng				I	L	Tobanga	
tnh				I	L	Maiani	
tni				I	L	Tandia	
tnk				I	L	Kwamera	
tnl				I	L	Lenakel	
tnm				I	L	Tabla	
tnn				I	L	North Tanna	
tno				I	L	Toromono	
tnp				I	L	Whitesands	
tnq				I	E	Taino	
tnr				I	L	Ménik	
tns				I	L	Tenis	
tnt				I	L	Tontemboan	
tnu				I	L	Tay Khang	
tnv				I	L	Tangchangya	
tnw				I	L	Tonsawang	
tnx				I	L	Tanema	
tny				I	L	Tongwe	
tnz				I	L	Ten'edn	
tob				I	L	Toba	
toc				I	L	Coyutla Totonac	
tod				I	L	Toma	
tof				I	L	Gizrra	
tog	tog	tog		I	L	Tonga (Nyasa)	
toh				I	L	Gitonga	
toi				I	L	Tonga (Zambia)	
toj				I	L	Tojolabal	
tol				I	E	Tolowa	
tom				I	L	Tombulu	
ton	ton	ton	to	I	L	Tonga (Tonga Islands)	
too				I	L	Xicotepec De Juárez Totonac	
top				I	L	Papantla Totonac	
toq				I	L	Toposa	
tor				I	L	Togbo-Vara Banda	
tos				I	L	Highland Totonac	
tou				I	L	Tho	
tov				I	L	Upper Taromi	
tow				I	L	Jemez	
tox				I	L	Tobian	
toy				I	L	Topoiyo	
toz				I	L	To	
tpa				I	L	Taupota	
tpc				I	L	Azoyú Me'phaa	
tpe				I	L	Tippera	
tpf				I	L	Tarpia	
tpg				I	L	Kula	
tpi	tpi	tpi		I	L	Tok Pisin	
tpj				I	L	Tapieté	
tpk				I	E	Tupinikin	
tpl				I	L	Tlacoapa Me'phaa	
tpm				I	L	Tampulma	
tpn				I	E	Tupinambá	
tpo				I	L	Tai Pao	
tpp				I	L	Pisaflores Tepehua	
tpq				I	L	Tukpa	
tpr				I	L	Tuparí	
tpt				I	L	Tlachichilco Tepehua	
tpu				I	L	Tampuan	
tpv				I	L	Tanapag	
tpw				I	E	Tupí	
tpx				I	L	Acatepec Me'phaa	
tpy				I	L	Trumai	
tpz				I	L	Tinputz	
tqb				I	L	Tembé	
tql				I	L	Lehali	
tqm				I	L	Turumsa	
tqn				I	L	Tenino	
tqo				I	L	Toaripi	
tqp				I	L	Tomoip	
tqq				I	L	Tunni	
tqr				I	E	Torona	
tqt				I	L	Western Totonac	
tqu				I	L	Touo	
tqw				I	E	Tonkawa	
tra				I	L	Tirahi	
trb				I	L	Terebu	
trc				I	L	Copala Triqui	
trd				I	L	Turi	
tre				I	L	East Tarangan	
trf				I	L	Trinidadian Creole English	
trg				I	L	Lishán Didán	
trh				I	L	Turaka	
tri				I	L	Trió	
trj				I	L	Toram	
trl				I	L	Traveller Scottish	
trm				I	L	Tregami	
trn				I	L	Trinitario	
tro				I	L	Tarao Naga	
trp				I	L	Kok Borok	
trq				I	L	San Martín Itunyoso Triqui	
trr				I	L	Taushiro	
trs				I	L	Chicahuaxtla Triqui	
trt				I	L	Tunggare	
tru				I	L	Turoyo	
trv				I	L	Taroko	
trw				I	L	Torwali	
trx				I	L	Tringgus-Sembaan Bidayuh	
try				I	E	Turung	
trz				I	E	Torá	
tsa				I	L	Tsaangi	
tsb				I	L	Tsamai	
tsc				I	L	Tswa	
tsd				I	L	Tsakonian	
tse				I	L	Tunisian Sign Language	
tsg				I	L	Tausug	
tsh				I	L	Tsuvan	
tsi	tsi	tsi		I	L	Tsimshian	
tsj				I	L	Tshangla	
tsk				I	L	Tseku	
tsl				I	L	Ts'ün-Lao	
tsm				I	L	Turkish Sign Language	
tsn	tsn	tsn	tn	I	L	Tswana	
tso	tso	tso	ts	I	L	Tsonga	
tsp				I	L	Northern Toussian	
tsq				I	L	Thai Sign Language	
tsr				I	L	Akei	
tss				I	L	Taiwan Sign Language	
tst				I	L	Tondi Songway Kiini	
tsu				I	L	Tsou	
tsv				I	L	Tsogo	
tsw				I	L	Tsishingini	
tsx				I	L	Mubami	
tsy				I	L	Tebul Sign Language	
tsz				I	L	Purepecha	
tta				I	E	Tutelo	
ttb				I	L	Gaa	
ttc				I	L	Tektiteko	
ttd				I	L	Tauade	
tte				I	L	Bwanabwana	
ttf				I	L	Tuotomb	
ttg				I	L	Tutong	
tth				I	L	Upper Ta'oih	
tti				I	L	Tobati	
ttj				I	L	Tooro	
ttk				I	L	Totoro	
ttl				I	L	Totela	
ttm				I	L	Northern Tutchone	
ttn				I	L	Towei	
tto				I	L	Lower Ta'oih	
ttp				I	L	Tombelala	
ttq				I	L	Tawallammat Tamajaq	
ttr				I	L	Tera	
tts				I	L	Northeastern Thai	
ttt				I	L	Muslim Tat	
ttu				I	L	Torau	
ttv				I	L	Titan	
ttw				I	L	Long Wat	
tty				I	L	Sikaritai	
ttz				I	L	Tsum	
tua				I	L	Wiarumus	
tub				I	E	Tübatulabal	
tuc				I	L	Mutu	
tud				I	E	Tuxá	
tue				I	L	Tuyuca	
tuf				I	L	Central Tunebo	
tug				I	L	Tunia	
tuh				I	L	Taulil	
tui				I	L	Tupuri	
tuj				I	L	Tugutil	
tuk	tuk	tuk	tk	I	L	Turkmen	
tul				I	L	Tula	
tum	tum	tum		I	L	Tumbuka	
tun				I	L	Tunica	
tuo				I	L	Tucano	
tuq				I	L	Tedaga	
tur	tur	tur	tr	I	L	Turkish	
tus				I	L	Tuscarora	
tuu				I	L	Tututni	
tuv				I	L	Turkana	
tux				I	E	Tuxináwa	
tuy				I	L	Tugen	
tuz				I	L	Turka	
tva				I	L	Vaghua	
tvd				I	L	Tsuvadi	
tve				I	L	Te'un	
tvk				I	L	Southeast Ambrym	
tvl	tvl	tvl		I	L	Tuvalu	
tvm				I	L	Tela-Masbuar	
tvn				I	L	Tavoyan	
tvo				I	L	Tidore	
tvs				I	L	Taveta	
tvt				I	L	Tutsa Naga	
tvu				I	L	Tunen	
tvw				I	L	Sedoa	
tvx				I	E	Taivoan	
tvy				I	E	Timor Pidgin	
twa				I	E	Twana	
twb				I	L	Western Tawbuid	
twc				I	E	Teshenawa	
twd				I	L	Twents	
twe				I	L	Tewa (Indonesia)	
twf				I	L	Northern Tiwa	
twg				I	L	Tereweng	
twh				I	L	Tai Dón	
twi	twi	twi	tw	I	L	Twi	
twl				I	L	Tawara	
twm				I	L	Tawang Monpa	
twn				I	L	Twendi	
two				I	L	Tswapong	
twp				I	L	Ere	
twq				I	L	Tasawaq	
twr				I	L	Southwestern Tarahumara	
twt				I	E	Turiwára	
twu				I	L	Termanu	
tww				I	L	Tuwari	
twx				I	L	Tewe	
twy				I	L	Tawoyan	
txa				I	L	Tombonuo	
txb				I	A	Tokharian B	
txc				I	E	Tsetsaut	
txe				I	L	Totoli	
txg				I	A	Tangut	
txh				I	A	Thracian	
txi				I	L	Ikpeng	
txj				I	L	Tarjumo	
txm				I	L	Tomini	
txn				I	L	West Tarangan	
txo				I	L	Toto	
txq				I	L	Tii	
txr				I	A	Tartessian	
txs				I	L	Tonsea	
txt				I	L	Citak	
txu				I	L	Kayapó	
txx				I	L	Tatana	
txy				I	L	Tanosy Malagasy	
tya				I	L	Tauya	
tye				I	L	Kyanga	
tyh				I	L	O'du	
tyi				I	L	Teke-Tsaayi	
tyj				I	L	Tai Do	
tyl				I	L	Thu Lao	
tyn				I	L	Kombai	
typ				I	E	Thaypan	
tyr				I	L	Tai Daeng	
tys				I	L	Tày Sa Pa	
tyt				I	L	Tày Tac	
tyu				I	L	Kua	
tyv	tyv	tyv		I	L	Tuvinian	
tyx				I	L	Teke-Tyee	
tyz				I	L	Tày	
tza				I	L	Tanzanian Sign Language	
tzh				I	L	Tzeltal	
tzj				I	L	Tz'utujil	
tzl				I	C	Talossan	
tzm				I	L	Central Atlas Tamazight	
tzn				I	L	Tugun	
tzo				I	L	Tzotzil	
tzx				I	L	Tabriak	
uam				I	E	Uamué	
uan				I	L	Kuan	
uar				I	L	Tairuma	
uba				I	L	Ubang	
ubi				I	L	Ubi	
ubl				I	L	Buhi'non Bikol	
ubr				I	L	Ubir	
ubu				I	L	Umbu-Ungu	
uby				I	E	Ubykh	
uda				I	L	Uda	
ude				I	L	Udihe	
udg				I	L	Muduga	
udi				I	L	Udi	
udj				I	L	Ujir	
udl				I	L	Wuzlam	
udm	udm	udm		I	L	Udmurt	
udu				I	L	Uduk	
ues				I	L	Kioko	
ufi				I	L	Ufim	
uga	uga	uga		I	A	Ugaritic	
ugb				I	E	Kuku-Ugbanh	
uge				I	L	Ughele	
ugn				I	L	Ugandan Sign Language	
ugo				I	L	Ugong	
ugy				I	L	Uruguayan Sign Language	
uha				I	L	Uhami	
uhn				I	L	Damal	
uig	uig	uig	ug	I	L	Uighur	
uis				I	L	Uisai	
uiv				I	L	Iyive	
uji				I	L	Tanjijili	
uka				I	L	Kaburi	
ukg				I	L	Ukuriguma	
ukh				I	L	Ukhwejo	
uki				I	L	Kui (India)	
ukk				I	L	Muak Sa-aak	
ukl				I	L	Ukrainian Sign Language	
ukp				I	L	Ukpe-Bayobiri	
ukq				I	L	Ukwa	
ukr	ukr	ukr	uk	I	L	Ukrainian	
uks				I	L	Urubú-Kaapor Sign Language	
uku				I	L	Ukue	
ukv				I	L	Kuku	
ukw				I	L	Ukwuani-Aboh-Ndoni	
uky				I	E	Kuuk-Yak	
ula				I	L	Fungwa	
ulb				I	L	Ulukwumi	
ulc				I	L	Ulch	
ule				I	E	Lule	
ulf				I	L	Usku	
uli				I	L	Ulithian	
ulk				I	L	Meriam Mir	
ull				I	L	Ullatan	
ulm				I	L	Ulumanda'	
uln				I	L	Unserdeutsch	
ulu				I	L	Uma' Lung	
ulw				I	L	Ulwa	
uma				I	L	Umatilla	
umb	umb	umb		I	L	Umbundu	
umc				I	A	Marrucinian	
umd				I	E	Umbindhamu	
umg				I	E	Morrobalama	
umi				I	L	Ukit	
umm				I	L	Umon	
umn				I	L	Makyan Naga	
umo				I	E	Umotína	
ump				I	L	Umpila	
umr				I	E	Umbugarla	
ums				I	L	Pendau	
umu				I	L	Munsee	
una				I	L	North Watut	
und	und	und		S	S	Undetermined	
une				I	L	Uneme	
ung				I	L	Ngarinyin	
unk				I	L	Enawené-Nawé	
unm				I	E	Unami	
unn				I	L	Kurnai	
unr				I	L	Mundari	
unu				I	L	Unubahe	
unx				I	L	Munda	
unz				I	L	Unde Kaili	
upi				I	L	Umeda	
upv				I	L	Uripiv-Wala-Rano-Atchin	
ura				I	L	Urarina	
urb				I	L	Urubú-Kaapor	
urc				I	E	Urningangg	
urd	urd	urd	ur	I	L	Urdu	
ure				I	L	Uru	
urf				I	E	Uradhi	
urg				I	L	Urigina	
urh				I	L	Urhobo	
uri				I	L	Urim	
urk				I	L	Urak Lawoi'	
url				I	L	Urali	
urm				I	L	Urapmin	
urn				I	L	Uruangnirin	
uro				I	L	Ura (Papua New Guinea)	
urp				I	L	Uru-Pa-In	
urr				I	L	Lehalurup	
urt				I	L	Urat	
uru				I	E	Urumi	
urv				I	E	Uruava	
urw				I	L	Sop	
urx				I	L	Urimo	
ury				I	L	Orya	
urz				I	L	Uru-Eu-Wau-Wau	
usa				I	L	Usarufa	
ush				I	L	Ushojo	
usi				I	L	Usui	
usk				I	L	Usaghade	
usp				I	L	Uspanteco	
uss				I	L	us-Saare	
usu				I	L	Uya	
uta				I	L	Otank	
ute				I	L	Ute-Southern Paiute	
uth				I	L	ut-Hun	
utp				I	L	Amba (Solomon Islands)	
utr				I	L	Etulo	
utu				I	L	Utu	
uum				I	L	Urum	
uun				I	L	Kulon-Pazeh	
uur				I	L	Ura (Vanuatu)	
uuu				I	L	U	
uve				I	L	West Uvean	
uvh				I	L	Uri	
uvl				I	L	Lote	
uwa				I	L	Kuku-Uwanh	
uya				I	L	Doko-Uyanga	
uzb	uzb	uzb	uz	M	L	Uzbek	
uzn				I	L	Northern Uzbek	
uzs				I	L	Southern Uzbek	
vaa				I	L	Vaagri Booli	
vae				I	L	Vale	
vaf				I	L	Vafsi	
vag				I	L	Vagla	
vah				I	L	Varhadi-Nagpuri	
vai	vai	vai		I	L	Vai	
vaj				I	L	Sekele	
val				I	L	Vehes	
vam				I	L	Vanimo	
van				I	L	Valman	
vao				I	L	Vao	
vap				I	L	Vaiphei	
var				I	L	Huarijio	
vas				I	L	Vasavi	
vau				I	L	Vanuma	
vav				I	L	Varli	
vay				I	L	Wayu	
